Name,Date of Birth,From,To,Flight Date,Flight Time,Booking Date,Class,Fare
Mrs. FG65 FS60,1944-07-29,Patna,Delhi,2016-08-06,16:50,2016-07-22,Economy,4253.2
Mr. MG60 MS14,1994-02-11,Hyderabad,Lucknow,2016-08-13,20:50,2016-08-05,Business,26492.01
Dr. MG41 MS98,1985-04-30,Hyderabad,Mumbai,2016-08-23,08:30,2016-08-05,Business,18175.74
Dr. MG2 MS45,1973-03-16,Lucknow,Mumbai,2016-09-15,06:40,2016-08-07,Business,16075.92
Dr. FG11 FS21,1964-06-27,Lucknow,Delhi,2016-08-05,12:30,2016-07-21,Economy,2908.56
Dr. FG8 FS41,1960-12-16,Mumbai,Patna,2016-12-25,02:00,2016-12-15,Business,31283.78
Mr. MG78 MS34,1995-10-07,Delhi,Mumbai,2016-06-17,00:00,2016-06-15,Business,11439.56
Mr. MG9 MS25,1978-11-21,Delhi,Lucknow,2016-03-30,08:00,2016-03-19,Economy,2834.75
Dr. MG21 MS63,1981-03-21,Kolkata,Mumbai,2016-08-31,23:50,2016-07-21,Economy,5939.12
Dr. MG42 MS49,1983-12-22,Patna,Mumbai,2016-01-24,06:00,2015-12-23,Economy,10546.52
Dr. FG98 FS92,1976-01-02,Delhi,Chennai,2016-10-14,18:20,2016-08-25,Business,24205.74
Mr. MG33 MS19,1975-05-11,Mumbai,Lucknow,2016-01-10,02:30,2015-12-20,Economy,6721.48
Miss FG8 FS31,1991-11-11,Hyderabad,Mumbai,2016-01-06,19:40,2016-01-03,Economy,7490.24
Dr. MG14 MS72,1961-09-23,Delhi,Kolkata,2016-01-04,21:10,2015-12-30,Economy,6951.44
Miss FG46 FS98,1987-11-14,Chennai,Patna,2016-03-07,21:10,2016-03-07,Business,38407.89
Dr. MG14 MS1,1957-01-02,Kolkata,Delhi,2016-10-07,10:40,2016-08-15,Economy,4068.34
Miss FG25 FS48,1987-10-10,Kolkata,Hyderabad,2016-10-14,15:50,2016-10-02,Economy,4094.5
Mr. MG59 MS61,1969-02-08,Kolkata,Lucknow,2016-03-16,08:50,2016-01-11,Economy,4194.74
Mr. MG9 MS85,1959-05-02,Delhi,Chennai,2016-10-25,19:20,2016-09-25,Economy,5598.54
Mr. MG69 MS53,1980-04-17,Lucknow,Mumbai,2016-01-11,16:50,2015-12-17,Economy,3898.88
Dr. MG79 MS54,1972-05-19,Hyderabad,Delhi,2016-10-13,17:10,2016-09-27,Economy,9735.71
Dr. MG52 MS97,1954-07-27,Patna,Lucknow,2016-11-06,11:40,2016-09-15,Business,10138.3
Dr. FG27 FS96,1963-04-15,Hyderabad,Mumbai,2016-05-23,06:30,2016-04-22,Economy,6338.38
Mrs. FG70 FS70,1958-10-24,Hyderabad,Patna,2016-03-15,11:40,2016-02-23,Economy,4507.75
Mr. MG86 MS35,1990-09-04,Delhi,Mumbai,2016-02-13,16:20,2016-01-19,Economy,3659.86
Dr. FG79 FS25,1969-01-22,Lucknow,Chennai,2016-12-13,21:50,2016-12-04,Business,37057.74
Mrs. FG88 FS69,1949-03-04,Delhi,Kolkata,2016-01-08,19:30,2015-12-12,Business,6897.22
Mr. MG90 MS73,1968-06-30,Kolkata,Delhi,2016-06-05,11:40,2016-05-11,Business,11518.39
Mrs. FG87 FS16,1961-04-13,Mumbai,Kolkata,2016-03-24,19:00,2016-03-17,Business,13352.18
Mrs. FG11 FS46,1964-06-01,Delhi,Mumbai,2016-10-08,07:00,2016-09-22,Economy,4627.24
Mr. MG47 MS57,2004-11-30,Hyderabad,Mumbai,2016-09-23,22:30,2016-09-22,Economy,6981.85
Mr. MG53 MS93,1960-02-21,Hyderabad,Lucknow,2016-03-07,11:20,2016-02-15,Economy,4904.49
Mr. MG27 MS37,1962-08-08,Chennai,Mumbai,2016-06-19,01:20,2016-05-30,Economy,5565.07
Dr. MG57 MS35,1964-10-31,Lucknow,Mumbai,2016-01-12,12:20,2015-12-29,Economy,6536.76
Mr. MG97 MS55,1989-04-05,Patna,Lucknow,2016-04-15,08:40,2016-03-10,Economy,1536.18
Dr. MG20 MS11,1939-09-24,Hyderabad,Patna,2016-04-09,14:10,2016-03-29,Economy,11846.82
Dr. MG55 MS92,1977-07-12,Patna,Mumbai,2016-04-09,03:10,2016-02-23,Economy,11804.34
Miss FG84 FS65,1985-02-04,Chennai,Lucknow,2016-03-05,11:20,2016-02-29,Business,38802.93
Mr. MG78 MS91,1989-01-12,Hyderabad,Delhi,2016-12-17,17:40,2016-11-22,Business,18738.38
Dr. MG23 MS44,1955-11-02,Delhi,Lucknow,2016-04-19,17:00,2016-04-03,Business,7028.98
Mrs. FG65 FS31,1962-06-03,Delhi,Kolkata,2016-08-12,14:00,2016-07-27,Economy,2756.76
Dr. MG91 MS71,1950-09-11,Lucknow,Delhi,2016-05-29,11:00,2016-04-28,Economy,3998.02
Dr. FG88 FS75,1938-04-14,Kolkata,Delhi,2016-02-13,19:00,2016-01-18,Economy,6133.42
Dr. FG99 FS56,1983-02-14,Lucknow,Mumbai,2016-05-08,19:50,2016-04-27,Business,29510.2
Miss FG31 FS26,1988-11-06,Kolkata,Lucknow,2016-04-09,11:50,2016-03-22,Business,14223.27
Dr. MG96 MS27,1967-12-01,Mumbai,Chennai,2016-03-03,20:00,2016-01-13,Economy,7096.83
Dr. MG73 MS38,1978-12-13,Mumbai,Delhi,2016-06-16,18:00,2016-05-23,Economy,4940.97
Mr. MG65 MS33,1952-08-13,Kolkata,Delhi,2016-05-16,20:30,2016-05-09,Business,11211.96
Miss FG30 FS20,2002-01-25,Mumbai,Kolkata,2016-05-26,08:20,2016-05-14,Business,10505.24
Dr. FG79 FS92,1945-01-17,Kolkata,Chennai,2016-01-03,22:10,2015-12-22,Economy,9391.23
Mr. MG32 MS58,1969-11-10,Hyderabad,Lucknow,2016-02-16,00:10,2016-01-31,Economy,5595.33
Mr. MG51 MS16,1993-11-06,Lucknow,Kolkata,2016-08-05,16:30,2016-07-12,Business,8557.87
Miss FG78 FS52,1994-06-14,Delhi,Lucknow,2016-02-04,19:30,2016-01-08,Business,4579.84
Mr. MG50 MS3,2004-07-30,Patna,Lucknow,2016-03-11,10:40,2016-02-26,Economy,1933.05
Mr. MG78 MS69,1988-09-01,Lucknow,Kolkata,2016-10-06,11:30,2016-09-12,Economy,3554.3
Dr. MG10 MS58,1943-02-23,Lucknow,Kolkata,2016-09-03,14:30,2016-08-11,Economy,7982.49
Miss FG60 FS54,1988-01-13,Lucknow,Delhi,2016-07-24,22:30,2016-06-24,Economy,2841.38
Mrs. FG48 FS36,1978-12-18,Patna,Chennai,2016-07-01,12:20,2016-06-29,Business,38103.9
Dr. MG15 MS21,1985-03-21,Patna,Delhi,2016-10-03,06:40,2016-09-14,Economy,4456.14
Dr. FG37 FS63,1983-12-19,Lucknow,Kolkata,2016-02-03,09:40,2015-12-19,Economy,6722.4
Mr. MG82 MS63,1982-01-08,Patna,Chennai,2016-08-17,14:40,2016-07-25,Economy,8252.68
Dr. FG5 FS27,1939-08-12,Delhi,Hyderabad,2016-04-27,22:20,2016-03-08,Economy,7508.01
Mrs. FG81 FS80,1988-12-07,Delhi,Hyderabad,2016-08-13,14:20,2016-07-18,Economy,7695.86
Dr. MG87 MS35,1968-07-22,Kolkata,Hyderabad,2016-02-14,12:50,2016-01-30,Economy,8588.96
Dr. MG18 MS86,1974-10-11,Patna,Delhi,2016-10-20,17:20,2016-09-21,Economy,5002.95
Dr. MG87 MS29,1967-12-29,Mumbai,Patna,2016-11-15,15:30,2016-10-05,Economy,7529.34
Mr. MG48 MS6,1963-10-02,Mumbai,Lucknow,2016-06-23,09:40,2016-05-19,Economy,4102.74
Mrs. FG33 FS59,1960-06-17,Mumbai,Patna,2016-07-28,01:30,2016-06-23,Business,10797.78
Mrs. FG74 FS8,1949-10-28,Mumbai,Patna,2016-07-30,07:00,2016-06-23,Economy,6689.78
Dr. FG14 FS8,1972-03-19,Lucknow,Kolkata,2016-04-18,12:30,2016-04-01,Economy,6964.13
Mr. MG20 MS96,2004-09-03,Lucknow,Mumbai,2016-01-03,09:30,2015-12-31,Economy,9933.02
Mrs. FG84 FS19,1953-11-08,Lucknow,Patna,2016-07-16,06:20,2016-07-04,Economy,3007.72
Dr. FG82 FS97,1941-04-13,Hyderabad,Delhi,2016-06-12,00:20,2016-05-19,Business,27358.08
Dr. FG15 FS52,1964-12-11,Mumbai,Delhi,2016-02-14,02:20,2016-01-15,Business,15856.47
Dr. MG72 MS87,1958-03-20,Patna,Mumbai,2016-12-23,17:10,2016-12-07,Economy,7360.54
Dr. MG61 MS53,1937-02-10,Patna,Lucknow,2016-10-17,22:50,2016-09-17,Business,6690.53
Miss FG16 FS4,1988-04-03,Mumbai,Delhi,2016-05-12,02:20,2016-05-06,Economy,3951.66
Dr. MG84 MS17,1949-05-20,Mumbai,Delhi,2016-02-27,13:00,2016-02-06,Economy,6213.48
Mr. MG1 MS45,1969-11-12,Delhi,Lucknow,2016-07-04,04:10,2016-05-12,Economy,2100.07
Miss FG52 FS62,1989-08-17,Chennai,Hyderabad,2016-11-15,19:00,2016-11-03,Economy,2038.69
Dr. FG16 FS25,1977-02-23,Patna,Mumbai,2016-12-23,12:50,2016-11-25,Economy,8099.55
Mrs. FG7 FS88,1979-04-16,Hyderabad,Patna,2016-10-02,14:20,2016-09-20,Economy,9477.57
Dr. MG19 MS50,1952-10-05,Mumbai,Chennai,2016-09-25,13:20,2016-08-31,Economy,7846.54
Dr. FG46 FS37,1985-03-05,Mumbai,Hyderabad,2016-08-29,20:50,2016-08-03,Economy,7791.07
Dr. FG21 FS37,1981-03-20,Mumbai,Hyderabad,2016-02-14,09:40,2015-12-04,Economy,11313.43
Dr. MG37 MS35,1969-05-31,Chennai,Lucknow,2016-01-09,10:40,2015-11-26,Economy,16789.89
Dr. MG55 MS8,1978-02-16,Mumbai,Hyderabad,2016-04-25,10:50,2016-03-24,Economy,7259.86
Mr. MG62 MS1,1973-04-24,Hyderabad,Mumbai,2016-04-02,11:40,2016-02-28,Economy,7209.16
Mr. MG93 MS89,1948-12-22,Delhi,Lucknow,2016-10-13,16:50,2016-09-27,Economy,2155.34
Miss FG53 FS60,1995-10-18,Hyderabad,Lucknow,2016-01-25,14:30,2016-01-09,Economy,4820.42
Mr. MG1 MS8,2004-07-22,Lucknow,Delhi,2016-05-07,19:40,2016-04-28,Economy,3381.89
Mrs. FG97 FS60,1952-06-04,Hyderabad,Delhi,2016-07-24,20:00,2016-06-28,Business,21437.69
Mr. MG84 MS56,1966-08-24,Mumbai,Lucknow,2016-04-05,16:00,2016-02-14,Economy,4025.16
Miss FG13 FS12,1996-10-22,Delhi,Lucknow,2016-08-07,07:30,2016-07-09,Business,6688.62
Dr. FG80 FS31,1981-02-24,Delhi,Lucknow,2016-10-16,17:10,2016-09-20,Business,11903.71
Dr. MG96 MS71,1971-08-16,Lucknow,Chennai,2016-04-11,10:50,2016-04-04,Business,40927.05
Mrs. FG94 FS74,1962-06-25,Chennai,Hyderabad,2016-06-30,07:20,2016-05-07,Economy,1495.32
Dr. MG60 MS90,1943-04-15,Lucknow,Hyderabad,2016-01-20,16:00,2016-01-16,Business,27049.78
Mr. MG97 MS84,1956-05-18,Delhi,Patna,2016-04-02,08:40,2016-03-15,Business,10778.61
Mrs. FG51 FS73,1977-10-20,Kolkata,Lucknow,2016-06-20,16:00,2016-06-02,Business,11324.93
Mr. MG41 MS62,2002-01-21,Lucknow,Mumbai,2016-09-05,13:40,2016-09-04,Business,16076.23
Dr. MG51 MS44,1984-08-25,Lucknow,Hyderabad,2016-01-22,21:50,2016-01-12,Economy,9938.51
Miss FG61 FS95,1991-07-22,Delhi,Hyderabad,2016-05-06,15:10,2016-04-10,Business,12144.2
Dr. MG32 MS41,1978-07-12,Mumbai,Lucknow,2016-08-17,16:00,2016-07-27,Economy,6599.71
Mr. MG8 MS7,1968-01-18,Mumbai,Delhi,2016-11-19,16:40,2016-10-27,Economy,4811.98
Miss FG20 FS17,1996-01-13,Delhi,Hyderabad,2016-01-29,19:00,2015-12-15,Economy,5091.2
Dr. MG38 MS75,1966-12-27,Patna,Lucknow,2016-01-22,08:30,2016-01-12,Economy,3846.66
Dr. MG99 MS81,1958-12-02,Patna,Delhi,2016-01-06,16:50,2016-01-06,Economy,7900.5
Dr. FG64 FS15,1985-01-01,Delhi,Lucknow,2016-08-29,11:00,2016-08-10,Economy,3409.74
Mr. MG88 MS41,1949-09-06,Lucknow,Mumbai,2016-05-02,08:00,2016-04-27,Economy,5248.96
Dr. MG61 MS75,1966-02-03,Kolkata,Lucknow,2016-09-30,08:10,2016-08-25,Economy,5925.5
Dr. MG6 MS73,1969-03-17,Delhi,Lucknow,2016-05-26,18:30,2016-05-15,Economy,3601.62
Mrs. FG98 FS91,1983-04-08,Chennai,Lucknow,2016-12-27,19:30,2016-12-16,Business,22389.61
Dr. FG81 FS83,1973-12-05,Lucknow,Patna,2016-03-25,06:20,2016-02-13,Economy,3446.77
Miss FG95 FS87,2001-09-13,Kolkata,Lucknow,2016-09-02,16:50,2016-08-28,Economy,5194.73
Dr. MG67 MS82,1976-10-17,Hyderabad,Delhi,2016-10-25,08:00,2016-10-01,Economy,9358.53
Dr. MG52 MS88,1945-02-11,Kolkata,Delhi,2016-04-20,23:30,2016-04-02,Business,10591.21
Mrs. FG95 FS49,1943-12-07,Delhi,Lucknow,2016-08-20,17:40,2016-07-29,Business,6549.45
Mr. MG96 MS78,1989-07-18,Mumbai,Kolkata,2016-12-17,02:40,2016-12-04,Economy,6468.73
Mr. MG19 MS33,1982-10-17,Patna,Lucknow,2016-05-17,07:10,2016-04-14,Business,4897.5
Dr. FG15 FS18,1954-03-03,Patna,Lucknow,2016-01-26,17:50,2016-01-22,Economy,4234.94
Dr. MG35 MS12,1979-05-31,Hyderabad,Mumbai,2016-05-27,12:00,2016-03-25,Economy,6914.56
Dr. FG60 FS15,1935-03-20,Kolkata,Delhi,2016-10-16,05:10,2016-09-30,Economy,6352.39
Mrs. FG97 FS61,1945-10-09,Lucknow,Mumbai,2016-09-22,18:30,2016-08-26,Business,8546.61
Dr. MG70 MS43,1943-10-22,Kolkata,Delhi,2016-11-11,12:50,2016-10-08,Business,9458.59
Dr. FG7 FS98,1985-08-09,Kolkata,Chennai,2016-07-03,05:40,2016-06-24,Economy,11209.31
Mrs. FG18 FS42,1977-10-28,Mumbai,Patna,2016-07-13,01:10,2016-07-05,Business,18085.73
Mr. MG24 MS31,2002-09-19,Chennai,Lucknow,2016-07-03,15:40,2016-05-05,Economy,8692.31
Mrs. FG92 FS46,1977-06-08,Mumbai,Kolkata,2016-03-01,18:30,2016-02-10,Business,11004.73
Miss FG59 FS47,1987-03-17,Patna,Lucknow,2016-05-01,01:40,2016-04-20,Economy,3554.76
Dr. FG20 FS34,1940-07-05,Lucknow,Delhi,2016-07-31,20:30,2016-07-05,Economy,4531.95
Mr. MG50 MS99,1948-03-05,Kolkata,Patna,2016-10-07,12:40,2016-09-22,Economy,2469.99
Miss FG35 FS82,1990-01-31,Hyderabad,Delhi,2016-02-27,08:00,2016-02-16,Economy,9153.8
Mr. MG1 MS7,1971-09-25,Delhi,Mumbai,2016-08-10,15:10,2016-07-28,Business,9287.51
Dr. MG40 MS72,1949-06-17,Patna,Delhi,2016-05-20,18:40,2016-04-10,Economy,4152.01
Mr. MG66 MS61,1949-10-03,Chennai,Mumbai,2016-07-13,07:20,2016-07-02,Economy,4052.09
Mrs. FG36 FS46,1979-09-14,Mumbai,Delhi,2016-12-21,17:10,2016-12-08,Business,9282.09
Dr. FG66 FS10,1939-11-13,Delhi,Hyderabad,2016-06-20,21:40,2016-04-29,Business,18869.41
Miss FG87 FS19,1980-01-13,Patna,Mumbai,2016-07-08,13:30,2016-05-18,Economy,5180.68
Dr. MG73 MS20,1968-10-14,Mumbai,Kolkata,2016-04-30,14:20,2016-04-18,Business,27334.88
Dr. MG73 MS68,1944-11-01,Chennai,Lucknow,2016-08-10,15:40,2016-07-13,Business,22943.5
Miss FG62 FS44,1999-08-28,Delhi,Lucknow,2016-07-01,16:50,2016-06-09,Economy,1799.01
Mr. MG46 MS38,1988-08-06,Hyderabad,Patna,2016-12-22,00:30,2016-12-11,Economy,5378.23
Dr. MG78 MS36,1974-08-23,Delhi,Hyderabad,2016-05-27,09:30,2016-05-04,Economy,10073.69
Mr. MG73 MS77,1950-02-13,Delhi,Patna,2016-07-09,19:50,2016-07-04,Economy,6082.96
Dr. MG41 MS9,1975-04-04,Delhi,Kolkata,2016-09-30,07:20,2016-09-13,Economy,5159.95
Mrs. FG44 FS59,1954-08-24,Hyderabad,Mumbai,2016-07-11,05:20,2016-06-26,Economy,4279.45
Mrs. FG82 FS76,1972-04-26,Mumbai,Patna,2016-11-19,13:40,2016-10-30,Economy,8223.4
Mrs. FG50 FS70,1967-04-05,Mumbai,Chennai,2016-12-25,14:50,2016-12-04,Economy,6108.39
Dr. FG81 FS51,1972-07-10,Patna,Lucknow,2016-11-18,13:20,2016-11-01,Business,8265.72
Dr. MG35 MS75,1978-11-27,Delhi,Lucknow,2016-05-28,05:30,2016-04-30,Economy,4932.13
Mr. MG33 MS5,1999-05-04,Hyderabad,Kolkata,2016-04-03,18:50,2016-03-26,Economy,6609.58
Dr. MG39 MS46,1948-11-07,Kolkata,Delhi,2016-10-19,16:50,2016-10-16,Economy,6782.24
Mrs. FG50 FS6,1946-02-20,Lucknow,Delhi,2016-12-19,17:20,2016-12-06,Economy,1991.85
Mrs. FG39 FS26,1943-12-21,Lucknow,Kolkata,2016-01-04,13:30,2015-12-17,Economy,3770.97
Dr. FG67 FS88,1947-12-11,Lucknow,Kolkata,2016-11-23,10:30,2016-10-31,Economy,5407.2
Dr. MG27 MS11,1945-01-04,Lucknow,Mumbai,2016-02-23,08:10,2016-01-20,Economy,5038.41
Dr. FG41 FS62,1945-02-02,Lucknow,Patna,2016-01-23,08:10,2015-12-16,Economy,4363.94
Mr. MG26 MS1,1963-04-29,Lucknow,Hyderabad,2016-06-12,23:50,2016-05-31,Economy,7980.52
Miss FG38 FS61,1991-09-06,Delhi,Hyderabad,2016-03-06,18:00,2016-02-10,Economy,7118.21
Dr. MG39 MS59,1984-02-25,Patna,Delhi,2016-07-02,10:20,2016-06-07,Economy,6898.76
Miss FG72 FS65,1997-04-28,Chennai,Lucknow,2016-05-31,14:20,2016-05-20,Business,18332.02
Mr. MG49 MS42,1946-06-22,Kolkata,Mumbai,2016-05-31,08:40,2016-05-27,Economy,5645.48
Mr. MG69 MS79,1960-01-04,Kolkata,Patna,2016-12-25,03:10,2016-11-21,Economy,3659.48
Mr. MG65 MS27,2000-10-17,Mumbai,Delhi,2016-01-18,16:20,2015-12-25,Economy,2389.04
Dr. MG70 MS20,1975-04-18,Kolkata,Mumbai,2016-04-01,18:30,2016-03-18,Economy,7289.68
Miss FG58 FS54,1989-08-30,Patna,Delhi,2016-12-29,08:50,2016-12-15,Business,8086.23
Mrs. FG58 FS51,1952-02-02,Lucknow,Delhi,2016-01-25,18:40,2016-01-15,Economy,2166.89
Dr. FG34 FS62,1935-03-23,Chennai,Lucknow,2016-09-18,18:10,2016-09-09,Business,45411.84
Dr. MG76 MS50,1943-09-14,Mumbai,Lucknow,2016-02-17,14:20,2016-01-31,Economy,5770.89
Dr. FG29 FS55,1965-11-09,Lucknow,Mumbai,2016-09-20,05:10,2016-09-17,Business,24761.74
Mr. MG26 MS80,1959-07-29,Kolkata,Chennai,2016-02-23,16:40,2016-01-16,Economy,3384.29
Dr. FG98 FS71,1964-02-05,Mumbai,Lucknow,2016-11-29,12:00,2016-11-13,Economy,6140.81
Mr. MG61 MS86,1958-10-31,Mumbai,Hyderabad,2016-12-17,18:10,2016-11-26,Business,14902.82
Miss FG26 FS94,1991-10-08,Kolkata,Chennai,2016-11-22,17:20,2016-10-11,Economy,3817.36
Mr. MG19 MS20,1963-09-30,Lucknow,Chennai,2016-09-02,19:50,2016-08-02,Economy,6589.35
Miss FG3 FS35,1990-12-07,Lucknow,Kolkata,2016-06-10,21:10,2016-04-15,Economy,4102.39
Mr. MG78 MS49,2003-06-29,Kolkata,Mumbai,2016-11-14,03:30,2016-10-30,Economy,3639.08
Dr. MG64 MS0,1939-06-07,Delhi,Hyderabad,2016-03-19,05:40,2016-02-16,Business,27066.61
Dr. FG82 FS40,1984-08-21,Chennai,Lucknow,2016-06-30,12:00,2016-06-03,Business,26029.36
Dr. FG33 FS95,1941-01-26,Delhi,Kolkata,2016-06-13,00:40,2016-06-05,Economy,5846.29
Dr. FG5 FS93,1958-05-05,Lucknow,Mumbai,2016-06-17,09:30,2016-05-17,Economy,5604.8
Mrs. FG49 FS41,1983-10-09,Kolkata,Chennai,2016-11-05,16:30,2016-09-22,Economy,5653.81
Miss FG93 FS21,2003-05-04,Patna,Lucknow,2016-02-03,04:40,2016-01-25,Economy,2132.59
Dr. MG7 MS42,1946-12-20,Hyderabad,Delhi,2016-04-21,12:00,2016-03-19,Economy,7339.27
Mr. MG79 MS79,1994-06-12,Mumbai,Hyderabad,2016-07-07,06:40,2016-06-27,Economy,5266.62
Dr. MG20 MS90,1952-12-18,Chennai,Lucknow,2016-02-21,09:40,2016-02-21,Economy,30182.87
Mr. MG15 MS46,2003-04-23,Lucknow,Delhi,2016-11-11,20:50,2016-10-06,Business,4895.37
Mr. MG18 MS39,1991-10-08,Hyderabad,Lucknow,2016-10-31,00:10,2016-10-07,Economy,4608.16
Miss FG2 FS34,1984-09-24,Delhi,Lucknow,2016-01-25,05:50,2016-01-22,Business,8317.79
Mr. MG97 MS75,1956-12-19,Lucknow,Kolkata,2016-09-09,15:30,2016-08-26,Business,9843.57
Mr. MG64 MS89,1967-06-13,Patna,Lucknow,2016-07-12,15:30,2016-06-06,Economy,1650.34
Dr. FG76 FS45,1976-04-29,Chennai,Delhi,2016-06-10,10:40,2016-05-20,Business,26306.29
Miss FG73 FS31,1984-08-06,Kolkata,Patna,2016-05-12,23:00,2016-05-03,Economy,3883.62
Mrs. FG15 FS48,1947-12-10,Hyderabad,Mumbai,2016-02-21,17:10,2015-12-26,Economy,5395.29
Dr. MG56 MS44,1967-04-21,Patna,Delhi,2016-03-14,14:50,2016-02-25,Economy,4652.5
Mrs. FG10 FS82,1943-07-06,Mumbai,Delhi,2016-09-27,18:00,2016-09-21,Economy,3863.01
Mr. MG50 MS20,1972-05-21,Chennai,Delhi,2016-02-03,15:40,2015-11-30,Economy,6350.6
Dr. MG48 MS12,1944-12-01,Patna,Lucknow,2016-11-22,14:30,2016-10-05,Business,6223.13
Mr. MG1 MS94,1945-03-31,Mumbai,Hyderabad,2016-05-15,20:40,2016-05-05,Economy,8789.01
Mrs. FG48 FS51,1985-10-03,Hyderabad,Lucknow,2016-09-02,04:30,2016-08-29,Economy,7946.24
Dr. FG89 FS34,1978-09-19,Lucknow,Kolkata,2016-10-31,14:30,2016-10-20,Economy,8072.25
Miss FG94 FS35,1999-08-07,Delhi,Mumbai,2016-09-04,16:10,2016-08-26,Economy,4600.06
Mr. MG9 MS1,1956-04-30,Mumbai,Chennai,2016-03-10,08:10,2016-03-04,Business,13395.78
Mr. MG9 MS20,1948-06-01,Chennai,Kolkata,2016-09-09,01:50,2016-07-06,Business,8297.78
Mrs. FG90 FS96,1940-03-25,Kolkata,Lucknow,2016-11-09,14:20,2016-10-22,Business,8825.34
Dr. FG26 FS9,1941-08-09,Delhi,Chennai,2016-01-03,14:50,2015-10-26,Economy,11854.27
Mr. MG58 MS88,1994-12-03,Mumbai,Chennai,2016-03-01,09:50,2016-02-11,Economy,3862.95
Dr. FG54 FS95,1938-03-07,Lucknow,Patna,2016-10-14,23:00,2016-09-24,Economy,2988.43
Dr. FG82 FS59,1949-05-12,Delhi,Mumbai,2016-02-19,19:40,2016-01-31,Economy,4475.49
Mr. MG9 MS12,1995-12-15,Lucknow,Delhi,2016-05-08,09:50,2016-04-13,Economy,2617.42
Mrs. FG30 FS97,1972-11-21,Patna,Chennai,2016-11-14,14:40,2016-10-05,Economy,8152.0
Dr. FG54 FS92,1943-04-15,Delhi,Lucknow,2016-04-05,10:10,2016-03-21,Economy,3008.93
Dr. MG20 MS38,1954-10-17,Lucknow,Mumbai,2016-10-12,06:50,2016-09-14,Economy,5031.78
Miss FG4 FS91,2004-11-29,Mumbai,Lucknow,2016-10-12,22:30,2016-10-09,Economy,5903.34
Mr. MG83 MS84,1963-05-02,Hyderabad,Delhi,2016-03-03,01:20,2016-03-02,Economy,9574.27
Dr. FG69 FS5,1940-08-21,Mumbai,Patna,2016-07-22,17:00,2016-06-23,Economy,6519.31
Miss FG55 FS11,1995-09-07,Hyderabad,Kolkata,2016-04-16,17:50,2016-04-05,Economy,5760.2
Mr. MG59 MS37,1966-08-04,Delhi,Kolkata,2016-01-11,08:20,2015-12-11,Economy,2865.53
Miss FG37 FS51,1995-03-26,Hyderabad,Kolkata,2016-12-26,01:30,2016-12-09,Economy,2960.43
Dr. FG69 FS78,1938-10-19,Mumbai,Patna,2016-02-25,05:30,2016-01-21,Economy,6606.62
Dr. FG31 FS35,1971-01-28,Chennai,Delhi,2016-01-10,01:20,2016-01-07,Business,61404.38
Mr. MG70 MS27,1947-08-23,Patna,Mumbai,2016-07-23,19:30,2016-06-24,Business,17290.22
Mrs. FG88 FS61,1957-06-10,Mumbai,Delhi,2016-11-24,19:30,2016-10-15,Economy,2712.5
Miss FG13 FS57,1996-11-11,Hyderabad,Mumbai,2016-05-23,18:40,2016-04-28,Business,9788.77
Dr. MG85 MS77,1956-06-04,Hyderabad,Chennai,2016-07-05,19:40,2016-05-21,Business,7086.29
Miss FG38 FS29,1990-06-08,Hyderabad,Kolkata,2016-03-23,08:20,2016-02-14,Economy,3234.37
Mrs. FG79 FS53,1975-04-12,Mumbai,Lucknow,2016-01-17,15:00,2016-01-06,Economy,8001.56
Dr. MG1 MS12,1968-06-04,Mumbai,Delhi,2016-08-01,17:40,2016-07-15,Economy,4573.36
Mr. MG42 MS29,1988-12-22,Mumbai,Delhi,2016-04-15,00:40,2016-04-13,Economy,4941.19
Dr. MG95 MS18,1956-12-19,Mumbai,Lucknow,2016-07-03,16:00,2016-05-27,Economy,8175.84
Miss FG73 FS7,1999-06-28,Delhi,Mumbai,2016-11-08,18:30,2016-10-26,Business,7545.68
Mrs. FG89 FS76,1962-01-14,Mumbai,Hyderabad,2016-05-22,10:50,2016-04-22,Economy,6291.58
Dr. MG8 MS26,1946-05-28,Lucknow,Chennai,2016-02-13,19:20,2016-02-02,Business,44650.78
Dr. MG74 MS52,1981-01-05,Patna,Lucknow,2016-12-27,14:50,2016-12-19,Economy,4244.01
Dr. MG11 MS0,1960-12-31,Delhi,Patna,2016-03-11,07:40,2016-02-18,Economy,4346.35
Miss FG46 FS70,1993-09-29,Delhi,Patna,2016-04-17,10:40,2016-03-21,Economy,3858.5
Mrs. FG40 FS47,1941-04-04,Chennai,Mumbai,2016-02-10,16:00,2016-02-10,Economy,6356.0
Miss FG31 FS88,1993-08-02,Lucknow,Delhi,2016-06-16,15:20,2016-05-27,Economy,1849.05
Mrs. FG96 FS88,1963-10-31,Delhi,Chennai,2016-05-18,19:20,2016-04-11,Economy,5689.01
Dr. FG62 FS14,1951-10-05,Mumbai,Lucknow,2016-05-01,19:00,2016-04-27,Economy,13568.43
Mr. MG61 MS74,1968-12-18,Kolkata,Delhi,2016-11-10,15:50,2016-10-31,Business,9327.53
Miss FG74 FS2,1986-06-02,Mumbai,Patna,2016-04-14,09:30,2016-03-21,Economy,5064.58
Dr. MG61 MS70,1947-07-19,Hyderabad,Lucknow,2016-10-19,23:00,2016-08-23,Economy,6397.54
Mr. MG77 MS49,1996-05-28,Chennai,Lucknow,2016-10-10,16:50,2016-09-16,Economy,6362.05
